pair_ID,sentence_A,sentence_B,entailment_AB,entailment_BA
7672,The man is doing a handstand on the wet shore at the edge of the water at the beach,A man is performing a handstand on the beach,A_entails_B,B_neutral_A
7673,A man is performing a handstand on the beach,The man at the beach is not doing a handstand on the wet sand at the edge of the water,A_neutral_B,B_contradicts_A
7674,The man is doing a handstand on the wet sand at the edge of the water at the beach,A man is performing a handstand on the beach,A_entails_B,B_entails_A
7675,A boy of young age is playing in the park with his mother,A young boy is playing in the park with his mother,A_entails_B,B_entails_A
7676,A young boy is playing in the park with his mother,There is no young boy playing in the park with his mother,A_contradicts_B,B_contradicts_A
7677,A young mother is playing with her boy in the park,A young boy is playing in the park with his mother,A_entails_B,B_neutral_A
7678,The boy in blue is running away from the woman in blue,A boy in blue is running away from a woman in blue,A_entails_B,B_entails_A
7679,A boy in blue is running away from a woman in blue,A boy in blue is running towards a woman in blue,A_contradicts_B,B_neutral_A
7680,A young boy is playing in the park with his mother,The boy in blue is running away from the woman in blue,A_neutral_B,B_neutral_A
7681,A young boy is playing in the park with his mother,A boy in blue is running towards a woman in blue,A_neutral_B,B_neutral_A
7682,A boy of young age is playing in the park with his mother,A boy in blue is running away from a woman in blue,A_neutral_B,B_neutral_A
7683,A boy in blue is running away from a woman in blue,There is no young boy playing in the park with his mother,A_neutral_B,B_neutral_A
7684,A boy in blue is running away from a woman in blue,A young mother is playing with her boy in the park,A_neutral_B,B_neutral_A
7685,A young boy is playing in the park with his mother,A boy in blue is running away from a woman in blue,A_neutral_B,B_neutral_A
7686,One little boy with brown hair is jumping off of the brown chair onto the floor,A little boy with brown hair is jumping off of a brown chair onto the floor,A_entails_B,B_entails_A
7687,A little boy with brown hair is jumping off of a brown chair onto the floor,There is no little boy with brown hair jumping off of a brown chair onto the floor,A_contradicts_B,B_contradicts_A
7688,A young boy is quickly jumping off a chair,A young boy is jumping off a chair,A_entails_B,B_neutral_A
7689,A young boy is jumping off a chair,A young boy is jumping onto a chair,A_contradicts_B,B_contradicts_A
7690,A little boy with brown hair is jumping off of a brown chair onto the floor,A young boy is quickly jumping off a chair,A_entails_B,B_neutral_A
7691,A little boy with brown hair is jumping off of a brown chair onto the floor,A young boy is jumping onto a chair,A_neutral_B,B_neutral_A
7692,One little boy with brown hair is jumping off of the brown chair onto the floor,A young boy is jumping off a chair,A_entails_B,B_neutral_A
7693,A young boy is jumping off a chair,There is no little boy with brown hair jumping off of a brown chair onto the floor,A_neutral_B,B_contradicts_A
7694,A little boy with brown hair is jumping off of a brown chair onto the floor,A young boy is jumping off a chair,A_entails_B,B_neutral_A
7695,Two children are bouncing on colorful balls,Two kids are bouncing on colorful balls,A_entails_B,B_entails_A
7696,Two kids are sitting on colorful balls,Two kids are bouncing on colorful balls,A_neutral_B,B_neutral_A
7697,Two balls are bouncing against some colorful kids,Two kids are bouncing on colorful balls,A_neutral_B,B_neutral_A
7698,The children are wearing black tights and hopping,Some children are wearing black tights and hopping,A_entails_B,B_entails_A
7699,The children are not wearing black tights and are not hopping,The children are wearing black tights and hopping,A_contradicts_B,B_contradicts_A
7700,Two kids are bouncing on colorful balls,Some children are wearing black tights and hopping,A_neutral_B,B_neutral_A
7701,The children are not wearing black tights and are not hopping,Two kids are bouncing on colorful balls,A_neutral_B,B_neutral_A
7702,Two children are bouncing on colorful balls,The children are wearing black tights and hopping,A_neutral_B,B_neutral_A
7703,Two kids are sitting on colorful balls,The children are wearing black tights and hopping,A_neutral_B,B_neutral_A
7704,The children are wearing black tights and hopping,Two balls are bouncing against some colorful kids,A_neutral_B,B_neutral_A
7705,The children are wearing black tights and hopping,Two kids are bouncing on colorful balls,A_neutral_B,B_neutral_A
7706,A little girl is smiling and wearing a fake nose and glasses,The little girl is smiling and wearing a fake nose and glasses,A_entails_B,B_entails_A
7707,A little girl is frowning and taking off a fake nose and glasses,A little girl is smiling and wearing a fake nose and glasses,A_contradicts_B,B_neutral_A
7708,The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,The blonde girl with the pink top is happily smiling and wearing funny glasses with a large nose attached,A_entails_B,B_entails_A
7709,The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,The blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached,A_contradicts_B,B_contradicts_A
7710,The blonde girl with the pink top is happily smiling and wearing funny glasses with a large nose attached,A little girl is smiling and wearing a fake nose and glasses,A_neutral_B,B_neutral_A
7711,A little girl is smiling and wearing a fake nose and glasses,The blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached,A_neutral_B,B_contradicts_A
7712,The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,The little girl is smiling and wearing a fake nose and glasses,A_entails_B,B_neutral_A
7713,The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,A little girl is frowning and taking off a fake nose and glasses,A_neutral_B,B_neutral_A
7714,The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,A little girl is smiling and wearing a fake nose and glasses,A_entails_B,B_neutral_A
7715,Water is being squirted by a man into the mouth of a white dog with a squirt gun,A man is squirting water into the mouth of a white dog with a squirt gun,A_entails_B,B_entails_A
7716,A man is squirting water into the mouth of a white dog with a squirt gun,There is no man squirting water into the mouth of a white dog with a squirt gun,A_contradicts_B,B_contradicts_A
7717,A man is spraying a super soaker into the mouth of a dog,The man is spraying a super soaker into the mouth of the dog,A_entails_B,B_entails_A
7718,A man is spraying a super soaker into the mouth of a dog,There is no man spraying a super soaker into the mouth of a dog,A_contradicts_B,B_contradicts_A
7719,A man is squirting water into the mouth of a white dog with a squirt gun,The man is spraying a super soaker into the mouth of the dog,A_neutral_B,B_neutral_A
7720,There is no man spraying a super soaker into the mouth of a dog,A man is squirting water into the mouth of a white dog with a squirt gun,A_contradicts_B,B_neutral_A
7721,Water is being squirted by a man into the mouth of a white dog with a squirt gun,A man is spraying a super soaker into the mouth of a dog,A_neutral_B,B_neutral_A
7722,A man is spraying a super soaker into the mouth of a dog,There is no man squirting water into the mouth of a white dog with a squirt gun,A_contradicts_B,B_contradicts_A
7723,A man is spraying a super soaker into the mouth of a dog,A man is squirting water into the mouth of a white dog with a squirt gun,A_neutral_B,B_neutral_A
7724,A boy under an umbrella is being held by his father who is wearing a coat dyed in blue,A boy under an umbrella is being held by his father who is wearing a blue coat,A_entails_B,B_entails_A
7725,A boy under an umbrella is being let go by his father who is wearing a blue coat,A boy under an umbrella is being held by his father who is wearing a blue coat,A_contradicts_B,B_neutral_A
7726,A boy under an umbrella is being held by his father who is wearing a blue coat,"A boy, who is wearing a blue coat, is being held by his father under an umbrella ",A_neutral_B,B_neutral_A
7727,A child is amazedly experiencing a new world,A child is experiencing a new world,A_entails_B,B_neutral_A
7728,A child is experiencing a new world,A child is falling asleep,A_neutral_B,B_neutral_A
7729,A boy under an umbrella is being held by his father who is wearing a blue coat,A child is amazedly experiencing a new world,A_neutral_B,B_neutral_A
7730,A child is falling asleep,A boy under an umbrella is being held by his father who is wearing a blue coat,A_neutral_B,B_neutral_A
7731,A child is experiencing a new world,A boy under an umbrella is being held by his father who is wearing a coat dyed in blue,A_neutral_B,B_neutral_A
7732,A child is experiencing a new world,A boy under an umbrella is being let go by his father who is wearing a blue coat,A_neutral_B,B_neutral_A
7733,"A boy, who is wearing a blue coat, is being held by his father under an umbrella ",A child is experiencing a new world,A_neutral_B,B_neutral_A
7734,A boy under an umbrella is being held by his father who is wearing a blue coat,A child is experiencing a new world,A_neutral_B,B_neutral_A
7735,A dog is walking along the snowdrift,A dog is walking along a snowdrift,A_entails_B,B_entails_A
7736,There is no dog walking along a snowdrift,A dog is walking along a snowdrift,A_contradicts_B,B_contradicts_A
7737,A dog is playing alone on a beach covered by snow,A dog is playing alone on the shore covered by snow,A_entails_B,B_neutral_A
7738,A dog is playing alone on a beach covered by snow,A dog is sleeping on a beach covered by snow,A_contradicts_B,B_neutral_A
7739,A dog is playing alone on the shore covered by snow,A dog is walking along a snowdrift,A_neutral_B,B_neutral_A
7740,A dog is sleeping on a beach covered by snow,A dog is walking along a snowdrift,A_neutral_B,B_neutral_A
7741,A dog is walking along the snowdrift,A dog is playing alone on a beach covered by snow,A_neutral_B,B_neutral_A
7742,A dog is playing alone on a beach covered by snow,There is no dog walking along a snowdrift,A_neutral_B,B_neutral_A
7743,A dog is playing alone on a beach covered by snow,A dog is walking along a snowdrift,A_neutral_B,B_neutral_A
7744,A light brown dog is running up a street,The light brown dog is running up a street,A_entails_B,B_entails_A
7745,A light brown dog is running up a street,There is no light brown dog running up a street,A_contradicts_B,B_contradicts_A
7746,The dog is running into a brown light,A light brown dog is running up a street,A_neutral_B,B_neutral_A
7747,A great dog is climbing a steep hill,A great dog is wildly climbing a steep hill,A_entails_B,B_entails_A
7748,A great dog is climbing a steep hill,A great dog is getting down a steep hill,A_contradicts_B,B_contradicts_A
7749,A great dog is wildly climbing a steep hill,A light brown dog is running up a street,A_neutral_B,B_neutral_A
7750,A light brown dog is running up a street,A great dog is getting down a steep hill,A_neutral_B,B_neutral_A
7751,A great dog is climbing a steep hill,The light brown dog is running up a street,A_neutral_B,B_neutral_A
7752,A great dog is climbing a steep hill,There is no light brown dog running up a street,A_neutral_B,B_neutral_A
7753,The dog is running into a brown light,A great dog is climbing a steep hill,A_neutral_B,B_neutral_A
7754,A great dog is climbing a steep hill,A light brown dog is running up a street,A_neutral_B,B_neutral_A
7755,A man and a woman are walking down the street of a city,A man and a woman are walking down a city street,A_entails_B,B_entails_A
7756,A man and a woman are walking down a city street,A man and a woman are idling in a city street,A_neutral_B,B_contradicts_A
7757,People are walking through a crowded street,People are walking through a street which is crowded,A_entails_B,B_entails_A
7758,People are not walking through a crowded street,People are walking through a crowded street,A_contradicts_B,B_contradicts_A
7759,People are walking through a crowd in the street,People are walking through a crowded street,A_entails_B,B_entails_A
7760,People are walking through a street which is crowded,A man and a woman are walking down a city street,A_neutral_B,B_neutral_A
7761,A man and a woman are walking down a city street,People are not walking through a crowded street,A_neutral_B,B_neutral_A
7762,People are walking through a crowd in the street,A man and a woman are walking down a city street,A_neutral_B,B_neutral_A
7763,A man and a woman are walking down the street of a city,People are walking through a crowded street,A_neutral_B,B_neutral_A
7764,People are walking through a crowded street,A man and a woman are idling in a city street,A_neutral_B,B_neutral_A
7765,People are walking through a crowded street,A man and a woman are walking down a city street,A_neutral_B,B_neutral_A
7766,A surfer is riding a big wave across dark green water,A big wave is being ridden by a surfer across dark green water,A_entails_B,B_entails_A
7767,A surfer is riding a big wave across dark green water,No surfer is riding a big wave across dark green water,A_contradicts_B,B_contradicts_A
7768,A surfer is riding a big wave,The surfer is riding a big wave,A_entails_B,B_entails_A
7769,The surfer is riding a small wave,The surfer is riding a big wave,A_contradicts_B,B_contradicts_A
7770,The big surfer is riding and waving,The surfer is riding a big wave,A_neutral_B,B_neutral_A
7771,A surfer is riding a big wave across dark green water,A surfer is riding a big wave,A_entails_B,B_neutral_A
7772,A surfer is riding a big wave across dark green water,The surfer is riding a small wave,A_contradicts_B,B_contradicts_A
7773,A surfer is riding a big wave across dark green water,The big surfer is riding and waving,A_neutral_B,B_neutral_A
7774,A big wave is being ridden by a surfer across dark green water,The surfer is riding a big wave,A_entails_B,B_neutral_A
7775,No surfer is riding a big wave across dark green water,The surfer is riding a big wave,A_entails_B,B_contradicts_A
7776,A surfer is riding a big wave across dark green water,The surfer is riding a big wave,A_entails_B,B_neutral_A
7777,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,The shirtless man in striped shorts and sunglasses is standing near a person in a white shirt and sunglasses,A_entails_B,B_neutral_A
7778,The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,A_contradicts_B,B_contradicts_A
7779,The muscular black man is dancing and the man behind him is wearing green beads,The muscular man is dancing and the man behind him is wearing green beads,A_entails_B,B_neutral_A
7780,The muscular black man is dancing and the man behind him is wearing green beads,The muscular white man is dancing and the man behind him is wearing green beads,A_neutral_B,B_neutral_A
7781,The muscular man is dancing and the man behind him is wearing green beads,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,A_neutral_B,B_neutral_A
7782,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,The muscular white man is dancing and the man behind him is wearing green beads,A_neutral_B,B_neutral_A
7783,The shirtless man in striped shorts and sunglasses is standing near a person in a white shirt and sunglasses,The muscular black man is dancing and the man behind him is wearing green beads,A_neutral_B,B_neutral_A
7784,The muscular black man is dancing and the man behind him is wearing green beads,The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses,A_neutral_B,B_neutral_A
7785,The muscular black man is dancing and the man behind him is wearing green beads,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,A_neutral_B,B_neutral_A
7786,A person wearing grey pants is airborne on a snowboard,A person is wearing grey pants on a snowboard,A_entails_B,B_neutral_A
7787,There is no person wearing grey pants who is airborne on a snowboard,A person wearing grey pants is airborne on a snowboard,A_contradicts_B,B_contradicts_A
7788,A snowboarding man is jumping through the air,A snowboarder is jumping through the air,A_entails_B,B_neutral_A
7789,A snowboarding woman is jumping through the air,A snowboarding man is jumping through the air,A_neutral_B,B_neutral_A
7790,A snowboarder is jumping through the air,A person wearing grey pants is airborne on a snowboard,A_neutral_B,B_neutral_A
7791,A snowboarding woman is jumping through the air,A person wearing grey pants is airborne on a snowboard,A_neutral_B,B_neutral_A
7792,A person is wearing grey pants on a snowboard,A snowboarding man is jumping through the air,A_neutral_B,B_neutral_A
7793,There is no person wearing grey pants who is airborne on a snowboard,A snowboarding man is jumping through the air,A_neutral_B,B_neutral_A
7794,A snowboarding man is jumping through the air,A person wearing grey pants is airborne on a snowboard,A_neutral_B,B_neutral_A
7795,A tennis player is lunging to the left,A tennis player is jumping to the left,A_entails_B,B_entails_A
7796,There is no tennis player lunging to the left,A tennis player is lunging to the left,A_contradicts_B,B_contradicts_A
7797,A tennis player with a green headband is hitting the ball,The tennis player with a green headband is hitting the ball,A_entails_B,B_entails_A
7798,A tennis player with a green headband is hitting the ball,A tennis player with a green headband is missing the ball,A_contradicts_B,B_contradicts_A
7799,A tennis player is lunging to the left,The tennis player with a green headband is hitting the ball,A_neutral_B,B_neutral_A
7800,A tennis player with a green headband is missing the ball,A tennis player is lunging to the left,A_neutral_B,B_neutral_A
7801,A tennis player with a green headband is hitting the ball,A tennis player is jumping to the left,A_neutral_B,B_neutral_A
7802,There is no tennis player lunging to the left,A tennis player with a green headband is hitting the ball,A_neutral_B,B_neutral_A
7803,A tennis player with a green headband is hitting the ball,A tennis player is lunging to the left,A_neutral_B,B_neutral_A
7804,A man is crouching and holding a camera,A person is crouching and holding a camera,A_entails_B,B_neutral_A
7805,A man is crouching and holding a camera,A woman is crouching and holding a camera,A_neutral_B,B_neutral_A
7806,A man is squatting in brush and taking a photograph,A man is squatting in brush and taking a photo,A_entails_B,B_entails_A
7807,A man is squatting in brush and taking a photograph,There is no man squatting in brush and taking a photograph,A_contradicts_B,B_contradicts_A
7808,A man is squatting in brush and taking a photo,A man is crouching and holding a camera,A_entails_B,B_neutral_A
7809,There is no man squatting in brush and taking a photograph,A man is crouching and holding a camera,A_neutral_B,B_neutral_A
7810,A man is squatting in brush and taking a photograph,A person is crouching and holding a camera,A_entails_B,B_neutral_A
7811,A man is squatting in brush and taking a photograph,A woman is crouching and holding a camera,A_neutral_B,B_neutral_A
7812,A man is squatting in brush and taking a photograph,A man is crouching and holding a camera,A_entails_B,B_neutral_A
7813,Some dogs are playing in a river,Some dogs are playing in a stream,A_entails_B,B_neutral_A
7814,Some dogs are not playing in a stream,Some dogs are playing in a stream,A_contradicts_B,B_contradicts_A
7815,Two dogs are looking at something that is moving in the water,Two dogs are looking at something that is splashing in the water,A_entails_B,B_entails_A
7816,Two dogs are looking at something that is splashing in the water,Two cats are looking at something that is splashing in the water,A_contradicts_B,B_neutral_A
7817,Some dogs are playing in a stream,Two dogs are looking at something that is moving in the water,A_neutral_B,B_neutral_A
7818,Some dogs are playing in a stream,Two cats are looking at something that is splashing in the water,A_neutral_B,B_neutral_A
7819,Two dogs are looking at something that is splashing in the water,Some dogs are playing in a river,A_neutral_B,B_neutral_A
7820,Two dogs are looking at something that is splashing in the water,Some dogs are not playing in a stream,A_neutral_B,B_neutral_A
7821,Two dogs are looking at something that is splashing in the water,Some dogs are playing in a stream,A_neutral_B,B_neutral_A
7822,A black dog is jumping from a cylindrical hay bale,A black dog is leaping from a cylindrical hay bale,A_entails_B,B_entails_A
7823,A white dog is leaping from a cylindrical hay bale,A black dog is leaping from a cylindrical hay bale,A_neutral_B,B_neutral_A
7824,A black dog is jumping from n hay ball to another hay ball,A black dog is leaping from a hay ball to another hay ball,A_entails_B,B_entails_A
7825,A black cat is jumping from a hay ball to another hay ball,A black dog is jumping from n hay ball to another hay ball,A_neutral_B,B_neutral_A
7826,A black dog is leaping from a hay ball to another hay ball,A black dog is leaping from a cylindrical hay bale,A_neutral_B,B_neutral_A
7827,A black dog is leaping from a cylindrical hay bale,A black cat is jumping from a hay ball to another hay ball,A_neutral_B,B_neutral_A
7828,A black dog is jumping from n hay ball to another hay ball,A black dog is jumping from a cylindrical hay bale,A_neutral_B,B_neutral_A
7829,A black dog is jumping from n hay ball to another hay ball,A white dog is leaping from a cylindrical hay bale,A_neutral_B,B_neutral_A
7830,A black dog is jumping from n hay ball to another hay ball,A black dog is leaping from a cylindrical hay bale,A_neutral_B,B_neutral_A
7831,The brown dog is jumping in the air,The brown animal is jumping in the air,A_entails_B,B_neutral_A
7832,The brown dog is jumping in the air,A brown dog is jumping in the water,A_neutral_B,B_neutral_A
7833,A brown dog is jumping in the air,A dog is jumping in the air,A_entails_B,B_neutral_A
7834,A brown dog is jumping in the air,There is no brown dog jumping in the air,A_contradicts_B,B_contradicts_A
7835,The brown dog is jumping in the air,A dog is jumping in the air,A_entails_B,B_neutral_A
7836,There is no brown dog jumping in the air,The brown dog is jumping in the air,A_contradicts_B,B_contradicts_A
7837,A brown dog is jumping in the air,The brown animal is jumping in the air,A_entails_B,B_neutral_A
7838,A brown dog is jumping in the water,A brown dog is jumping in the air,A_neutral_B,B_neutral_A
7839,The brown dog is jumping in the air,A brown dog is jumping in the air,A_entails_B,B_entails_A
7840,A man on a motorcycle is riding on a track and waving happily,A man on a motorcycle is riding on a track and waving,A_entails_B,B_neutral_A
7841,A man on a horse is riding on a track and waving,A man on a motorcycle is riding on a track and waving,A_neutral_B,B_neutral_A
7842,The person on the motorcycle is holding up his arm,The person on the motorcycle is holding up an arm,A_entails_B,B_neutral_A
7843,The person on the motorcycle is holding up an arm,The person on the motorcycle is not holding up an arm,A_contradicts_B,B_contradicts_A
7844,A man on a motorcycle is riding on a track and waving,The person on the motorcycle is holding up his arm,A_neutral_B,B_neutral_A
7845,A man on a motorcycle is riding on a track and waving,The person on the motorcycle is not holding up an arm,A_contradicts_B,B_contradicts_A
7846,A man on a motorcycle is riding on a track and waving happily,The person on the motorcycle is holding up an arm,A_neutral_B,B_neutral_A
7847,A man on a horse is riding on a track and waving,The person on the motorcycle is holding up an arm,A_neutral_B,B_neutral_A
7848,The person on the motorcycle is holding up an arm,A man on a motorcycle is riding on a track and waving,A_neutral_B,B_neutral_A
7849,Two adults are standing on a scooter in a field of yellow flowers,Two adults are standing on a scooter in a field of flowers,A_entails_B,B_neutral_A
7850,Two adults are standing on a scooter in a field of yellow flowers,Two adults are not standing on a scooter in a field of yellow flowers,A_contradicts_B,B_contradicts_A
7851,Two people wearing helmets are riding over the yellow and white flowers,Two people wearing helmets are driving over the yellow and white flowers,A_entails_B,B_entails_A
7852,Two people wearing helmets are riding over the yellow and white flowers,Two people wearing helmets are not riding over the yellow and white flowers,A_contradicts_B,B_contradicts_A
7853,Two people wearing helmets are driving over the yellow and white flowers,Two adults are standing on a scooter in a field of yellow flowers,A_neutral_B,B_neutral_A
7854,Two people wearing helmets are not riding over the yellow and white flowers,Two adults are standing on a scooter in a field of yellow flowers,A_neutral_B,B_neutral_A
7855,Two people wearing helmets are riding over the yellow and white flowers,Two adults are standing on a scooter in a field of flowers,A_neutral_B,B_neutral_A
7856,Two people wearing helmets are riding over the yellow and white flowers,Two adults are not standing on a scooter in a field of yellow flowers,A_neutral_B,B_neutral_A
7857,Two people wearing helmets are riding over the yellow and white flowers,Two adults are standing on a scooter in a field of yellow flowers,A_neutral_B,B_neutral_A
7858,A man is riding a dirt bike down a dirt hill,A person is riding a dirt bike down a dirt hill,A_entails_B,B_neutral_A
7859,A person is riding a dirt bike up a dirt hill,A person is riding a dirt bike down a dirt hill,A_neutral_B,B_contradicts_A
7860,A person is riding a bike along a muddy trail,A person is riding a bike along the trail,A_entails_B,B_neutral_A
7861,There is no person riding a bike along a muddy trail,A person is riding a bike along a muddy trail,A_contradicts_B,B_contradicts_A
7862,A person is riding a dirt bike down a dirt hill,A person is riding a bike along the trail,A_neutral_B,B_neutral_A
7863,There is no person riding a bike along a muddy trail,A person is riding a dirt bike down a dirt hill,A_contradicts_B,B_neutral_A
7864,A man is riding a dirt bike down a dirt hill,A person is riding a bike along a muddy trail,A_neutral_B,B_neutral_A
7865,A person is riding a bike along a muddy trail,A person is riding a dirt bike up a dirt hill,A_neutral_B,B_neutral_A
7866,A person is riding a bike along a muddy trail,A person is riding a dirt bike down a dirt hill,A_neutral_B,B_neutral_A
7867,A man in blue is riding a horse on a dirt road,A man in blue is riding a animal on a dirt road,A_entails_B,B_neutral_A
7868,A man in blue is riding a horse on a dirt road,A woman in blue is riding a horse on a dirt road,A_neutral_B,B_neutral_A
7869,A man in blue is riding a horse on a dirt road,A man is riding a dirty horse on a blue road,A_neutral_B,B_neutral_A
7870,A white horse is being ridden by a man in a blue cowboy hat,A man in a blue cowboy hat is riding a white horse,A_entails_B,B_entails_A
7871,A man in a blue cowboy hat is riding a black horse,A man in a blue cowboy hat is riding a white horse,A_contradicts_B,B_neutral_A
7872,A white horse is being ridden by a man in a blue cowboy hat,A man in blue is riding a horse on a dirt road,A_neutral_B,B_neutral_A
7873,A man in blue is riding a horse on a dirt road,A man in a blue cowboy hat is riding a black horse,A_neutral_B,B_neutral_A
7874,A man in blue is riding a animal on a dirt road,A man in a blue cowboy hat is riding a white horse,A_neutral_B,B_neutral_A
7875,A man in a blue cowboy hat is riding a white horse,A woman in blue is riding a horse on a dirt road,A_neutral_B,B_neutral_A
7876,A man in a blue cowboy hat is riding a white horse,A man is riding a dirty horse on a blue road,A_neutral_B,B_neutral_A
7877,A man in a blue cowboy hat is riding a white horse,A man in blue is riding a horse on a dirt road,A_neutral_B,B_neutral_A
7878,Three people are driving ATVs,ATVs are being driven by three people,A_entails_B,B_entails_A
7879,Three people are driving ATVs,There are no people driving ATVs,A_contradicts_B,B_contradicts_A
7880,Three people are driving four wheel ATVs in a field,Three people are driving four wheel vehicles in a field,A_entails_B,B_neutral_A
7881,Three people are driving four wheel ATVs in a street,Three people are driving four wheel ATVs in a field,A_contradicts_B,B_neutral_A
7882,Three people are driving ATVs,Three people are driving four wheel vehicles in a field,A_entails_B,B_neutral_A
7883,Three people are driving four wheel ATVs in a street,Three people are driving ATVs,A_entails_B,B_neutral_A
7884,Three people are driving four wheel ATVs in a field,ATVs are being driven by three people,A_entails_B,B_neutral_A
7885,Three people are driving four wheel ATVs in a field,There are no people driving ATVs,A_contradicts_B,B_contradicts_A
7886,Three people are driving four wheel ATVs in a field,Three people are driving ATVs,A_entails_B,B_neutral_A
7887,Two white dogs and one brown dog are chasing a ball,Two white dogs and one brown dog are chasing a toy,A_entails_B,B_neutral_A
7888,Two white dogs and one brown dog are not chasing a ball,Two white dogs and one brown dog are chasing a ball,A_contradicts_B,B_contradicts_A
7889,Two white dogs are playing with a brown dog and a tennis ball,Two white dogs are playing with a brown dog and a ball,A_entails_B,B_neutral_A
7890,Two white cats are playing with a brown dog and a ball,Two white dogs are playing with a brown dog and a ball,A_neutral_B,B_neutral_A
7891,Two white dogs are playing with a brown dog and a tennis ball,Two white dogs and one brown dog are chasing a ball,A_neutral_B,B_neutral_A
7892,Two white cats are playing with a brown dog and a ball,Two white dogs and one brown dog are chasing a ball,A_neutral_B,B_neutral_A
7893,Two white dogs are playing with a brown dog and a ball,Two white dogs and one brown dog are chasing a toy,A_entails_B,B_neutral_A
7894,Two white dogs and one brown dog are not chasing a ball,Two white dogs are playing with a brown dog and a ball,A_neutral_B,B_contradicts_A
7895,Two white dogs and one brown dog are chasing a ball,Two white dogs are playing with a brown dog and a ball,A_neutral_B,B_neutral_A
7896,A white race car is driving through a puddle,A white racing vehicle is driving through a puddle,A_entails_B,B_entails_A
7897,A white race car is driving through a puddle,There is no white race car driving through a puddle,A_contradicts_B,B_contradicts_A
7898,The white rally car is throwing mud into the air and is approaching a bend in the track,A white rally car is throwing mud into the air and is approaching a bend in the track,A_entails_B,B_entails_A
7899,A white rally car is throwing mud into the air and is approaching a bend in the track,A black rally car is throwing mud into the air and is approaching a bend in the track,A_neutral_B,B_neutral_A
7900,A white race car is driving through a puddle,The white rally car is throwing mud into the air and is approaching a bend in the track,A_neutral_B,B_neutral_A
7901,A black rally car is throwing mud into the air and is approaching a bend in the track,A white race car is driving through a puddle,A_neutral_B,B_neutral_A
7902,A white rally car is throwing mud into the air and is approaching a bend in the track,A white racing vehicle is driving through a puddle,A_entails_B,B_neutral_A
7903,A white rally car is throwing mud into the air and is approaching a bend in the track,There is no white race car driving through a puddle,A_neutral_B,B_neutral_A
7904,A white race car is driving through a puddle,A white rally car is throwing mud into the air and is approaching a bend in the track,A_neutral_B,B_neutral_A
7905,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,An animal is jumping at a shiny blue soccer ball in a field of dry leaves,A_entails_B,B_neutral_A
7906,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,There is no dog jumping at a shiny blue soccer ball in a field of dry leaves,A_contradicts_B,B_contradicts_A
7907,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,A dog is jumping at dry leaves in a field of shiny blue soccer balls,A_neutral_B,B_neutral_A
7908,A small black dog is wearing a red collar and is in the leaves with a blue ball,A little black dog is wearing a red collar and is in the leaves with a blue ball,A_entails_B,B_entails_A
7909,A big black dog is wearing a red collar and is in the leaves with a blue ball,A little black dog is wearing a red collar and is in the leaves with a blue ball,A_neutral_B,B_neutral_A
7910,A small black dog is wearing a red collar and is in the leaves with a blue ball,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,A_neutral_B,B_neutral_A
7911,A big black dog is wearing a red collar and is in the leaves with a blue ball,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,A_neutral_B,B_neutral_A
7912,A little black dog is wearing a red collar and is in the leaves with a blue ball,An animal is jumping at a shiny blue soccer ball in a field of dry leaves,A_neutral_B,B_neutral_A
7913,A little black dog is wearing a red collar and is in the leaves with a blue ball,There is no dog jumping at a shiny blue soccer ball in a field of dry leaves,A_neutral_B,B_neutral_A
7914,A little black dog is wearing a red collar and is in the leaves with a blue ball,A dog is jumping at dry leaves in a field of shiny blue soccer balls,A_neutral_B,B_neutral_A
7915,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,A little black dog is wearing a red collar and is in the leaves with a blue ball,A_neutral_B,B_neutral_A
7916,A dog is running towards a ball,A dog is running towards a toy,A_entails_B,B_neutral_A
7917,A dog is not running towards a ball,A dog is running towards a ball,A_contradicts_B,B_contradicts_A
7918,A dog is running through a field and is chasing a ball,A dog is running through a field and is chasing a toy,A_entails_B,B_neutral_A
7919,A dog is running through a field and is chasing a ball,There is no dog running through a field and chasing a ball,A_contradicts_B,B_contradicts_A
7920,A dog is running towards a ball,A dog is running through a field and is chasing a toy,A_neutral_B,B_neutral_A
